material1,material2,relationship_type,confidence,page_reference
Abrasives,Nitrogen,supply_chain_input,high,1
Abrasives,Palladium,supply_chain_input,high,1
Abrasives,Phosphate,supply_chain_input,high,1
Abrasives,Platinum,supply_chain_input,high,1
Abrasives,Potash,supply_chain_input,high,1
Abrasives,Quartz,supply_chain_input,high,1
Abrasives,Rare Earths,supply_chain_input,high,1
Abrasives,Rhenium,supply_chain_input,high,1
Abrasives,Rubidium,supply_chain_input,high,1
Abrasives,Salt,supply_chain_input,high,1
Abrasives,Scandium,supply_chain_input,high,1
Abrasives,Selenium,supply_chain_input,high,1
Abrasives,Silicon,supply_chain_input,high,1
Abrasives,Silver,supply_chain_input,high,1
Abrasives,Soda Ash,supply_chain_input,high,1
Abrasives,Steel,supply_chain_input,high,1
Abrasives,Strontium,supply_chain_input,high,1
Abrasives,Sulfur,supply_chain_input,high,1
Abrasives,Tantalum,supply_chain_input,high,1
Abrasives,Tellurium,supply_chain_input,high,1
Abrasives,Thallium,supply_chain_input,high,1
Abrasives,Thorium,supply_chain_input,high,1
Abrasives,Tin,supply_chain_input,high,1
Abrasives,Titanium,supply_chain_input,high,1
Abrasives,Tungsten,supply_chain_input,high,1
Abrasives,Vanadium,supply_chain_input,high,1
Abrasives,Yttrium,supply_chain_input,high,1
Abrasives,Zinc,supply_chain_input,high,1
Abrasives,Zirconium,supply_chain_input,high,1
Aluminum,Antimony,supply_chain_input,high,1
Aluminum,Arsenic,supply_chain_input,high,1
Aluminum,Barite,supply_chain_input,high,1
Aluminum,Bauxite,supply_chain_input,high,1
Aluminum,Beryllium,supply_chain_input,high,1
Aluminum,Bismuth,supply_chain_input,high,1
Aluminum,Boron,supply_chain_input,high,1
Aluminum,Bromine,supply_chain_input,high,1
Aluminum,Cadmium,supply_chain_input,high,1
Aluminum,Cement,supply_chain_input,high,1
Aluminum,Cesium,supply_chain_input,high,1
Aluminum,Chromium,supply_chain_input,high,1
Aluminum,Clays,supply_chain_input,high,1
Aluminum,Cobalt,supply_chain_input,high,1
Aluminum,Copper,supply_chain_input,high,1
Aluminum,Diamond,supply_chain_input,high,1
Aluminum,Feldspar,supply_chain_input,high,1
Aluminum,Fluorspar,supply_chain_input,high,1
Aluminum,Gallium,supply_chain_input,high,1
Aluminum,Garnet,supply_chain_input,high,1
Aluminum,Germanium,supply_chain_input,high,1
Aluminum,Gold,supply_chain_input,high,1
Aluminum,Graphite,supply_chain_input,high,1
Aluminum,Gypsum,supply_chain_input,high,1
Aluminum,Hafnium,supply_chain_input,high,1
Aluminum,Helium,supply_chain_input,high,1
Aluminum,Indium,supply_chain_input,high,1
Aluminum,Iodine,supply_chain_input,high,1
Aluminum,Iron,supply_chain_input,high,1
Aluminum,Iron Ore,supply_chain_input,high,1
Aluminum,Kaolin,supply_chain_input,medium,63
Aluminum,Lead,supply_chain_input,high,1
Aluminum,Lime,supply_chain_input,high,1
Aluminum,Lithium,supply_chain_input,high,1
Aluminum,Magnesium,supply_chain_input,high,1
Aluminum,Manganese,supply_chain_input,high,1
Aluminum,Mercury,supply_chain_input,high,1
Aluminum,Molybdenum,supply_chain_input,high,1
Aluminum,Neodymium,supply_chain_input,high,1
Aluminum,Nickel,supply_chain_input,high,1
Aluminum,Niobium,supply_chain_input,high,1
Aluminum,Nitrogen,supply_chain_input,high,1
Aluminum,Palladium,supply_chain_input,high,1
Aluminum,Phosphate,supply_chain_input,high,1
Aluminum,Platinum,supply_chain_input,high,1
Aluminum,Potash,supply_chain_input,high,1
Aluminum,Quartz,supply_chain_input,high,1
Aluminum,Rare Earths,supply_chain_input,high,1
Aluminum,Rhenium,supply_chain_input,high,1
Aluminum,Rubidium,supply_chain_input,high,1
Aluminum,Salt,supply_chain_input,high,1
Aluminum,Scandium,supply_chain_input,high,1
Aluminum,Selenium,supply_chain_input,high,1
Aluminum,Silicon,supply_chain_input,high,1
Aluminum,Silver,supply_chain_input,high,1
Aluminum,Soda Ash,supply_chain_input,high,1
Aluminum,Steel,supply_chain_input,high,1
Aluminum,Strontium,supply_chain_input,high,1
Aluminum,Sulfur,supply_chain_input,high,1
Aluminum,Tantalum,supply_chain_input,high,1
Aluminum,Tellurium,supply_chain_input,high,1
Aluminum,Thallium,supply_chain_input,high,1
Aluminum,Thorium,supply_chain_input,high,1
Aluminum,Tin,supply_chain_input,high,1
Aluminum,Titanium,supply_chain_input,high,1
Aluminum,Tungsten,supply_chain_input,high,1
Aluminum,Uranium,supply_chain_input,high,84
Aluminum,Vanadium,supply_chain_input,high,1
Aluminum,Yttrium,supply_chain_input,high,1
Aluminum,Zinc,supply_chain_input,high,1
Aluminum,Zirconium,supply_chain_input,high,1
Antimony,Arsenic,supply_chain_input,high,1
Antimony,Barite,supply_chain_input,high,1
Antimony,Bauxite,supply_chain_input,high,1
Antimony,Beryllium,supply_chain_input,high,1
Antimony,Bismuth,supply_chain_input,high,1
Antimony,Boron,supply_chain_input,high,1
Antimony,Bromine,supply_chain_input,high,1
Antimony,Cadmium,supply_chain_input,high,1
Antimony,Cement,supply_chain_input,high,1
Antimony,Cesium,supply_chain_input,high,1
Antimony,Chromium,supply_chain_input,high,1
Antimony,Clays,supply_chain_input,high,1
Antimony,Cobalt,supply_chain_input,high,1
Antimony,Copper,supply_chain_input,high,1
Antimony,Diamond,supply_chain_input,high,1
Antimony,Feldspar,supply_chain_input,high,1
Antimony,Fluorspar,supply_chain_input,high,1
Antimony,Gallium,supply_chain_input,high,1
Antimony,Garnet,supply_chain_input,high,1
Antimony,Germanium,supply_chain_input,high,1
Antimony,Gold,supply_chain_input,high,1
Antimony,Graphite,supply_chain_input,high,1
Antimony,Gypsum,supply_chain_input,high,1
Antimony,Hafnium,supply_chain_input,high,1
Antimony,Helium,supply_chain_input,high,1
Antimony,Indium,supply_chain_input,high,1
Antimony,Iodine,supply_chain_input,high,1
Antimony,Iron,supply_chain_input,high,1
Antimony,Iron Ore,supply_chain_input,high,1
Antimony,Lead,supply_chain_input,high,1
Antimony,Lime,supply_chain_input,high,1
Antimony,Lithium,supply_chain_input,high,1
Antimony,Magnesium,supply_chain_input,high,1
Antimony,Manganese,supply_chain_input,high,1
Antimony,Mercury,supply_chain_input,high,1
Antimony,Molybdenum,supply_chain_input,high,1
Antimony,Neodymium,supply_chain_input,high,1
Antimony,Nickel,supply_chain_input,high,1
Antimony,Niobium,supply_chain_input,high,1
Antimony,Nitrogen,supply_chain_input,high,1
Antimony,Palladium,supply_chain_input,high,1
Antimony,Phosphate,supply_chain_input,high,1
Antimony,Platinum,supply_chain_input,high,1
Antimony,Potash,supply_chain_input,high,1
Antimony,Quartz,supply_chain_input,high,1
Antimony,Rare Earths,supply_chain_input,high,1
Antimony,Rhenium,supply_chain_input,high,1
Antimony,Rubidium,supply_chain_input,high,1
Antimony,Salt,supply_chain_input,high,1
Antimony,Scandium,supply_chain_input,high,1
Antimony,Selenium,supply_chain_input,high,1
Antimony,Silicon,supply_chain_input,high,1
Antimony,Silver,supply_chain_input,high,1
Antimony,Soda Ash,supply_chain_input,high,1
Antimony,Steel,supply_chain_input,high,1
Antimony,Strontium,supply_chain_input,high,1
Antimony,Sulfur,supply_chain_input,high,1
Antimony,Tantalum,supply_chain_input,high,1
Antimony,Tellurium,supply_chain_input,high,1
Antimony,Thallium,supply_chain_input,high,1
Antimony,Thorium,supply_chain_input,high,1
Antimony,Tin,supply_chain_input,high,1
Antimony,Titanium,supply_chain_input,high,1
Antimony,Tungsten,supply_chain_input,high,1
Antimony,Vanadium,supply_chain_input,high,1
Antimony,Yttrium,supply_chain_input,high,1
Antimony,Zinc,supply_chain_input,high,1
Antimony,Zirconium,supply_chain_input,high,1
Arsenic,Barite,supply_chain_input,high,1
Arsenic,Bauxite,supply_chain_input,high,1
Arsenic,Beryllium,supply_chain_input,high,1
Arsenic,Bismuth,supply_chain_input,high,1
Arsenic,Boron,supply_chain_input,high,1
Arsenic,Bromine,supply_chain_input,high,1
Arsenic,Cadmium,supply_chain_input,high,1
Arsenic,Cement,supply_chain_input,high,1
Arsenic,Cesium,supply_chain_input,high,1
Arsenic,Chromium,supply_chain_input,high,1
Arsenic,Clays,supply_chain_input,high,1
Arsenic,Cobalt,supply_chain_input,high,1
Arsenic,Copper,supply_chain_input,high,1
Arsenic,Diamond,supply_chain_input,high,1
Arsenic,Feldspar,supply_chain_input,high,1
Arsenic,Fluorspar,supply_chain_input,high,1
Arsenic,Gallium,supply_chain_input,high,1
Arsenic,Garnet,supply_chain_input,high,1
Arsenic,Germanium,supply_chain_input,high,1
Arsenic,Gold,supply_chain_input,high,1
Arsenic,Graphite,supply_chain_input,high,1
Arsenic,Gypsum,supply_chain_input,high,1
Arsenic,Hafnium,supply_chain_input,high,1
Arsenic,Helium,supply_chain_input,high,1
Arsenic,Indium,supply_chain_input,high,1
Arsenic,Iodine,supply_chain_input,high,1
Arsenic,Iron,supply_chain_input,high,1
Arsenic,Iron Ore,supply_chain_input,high,1
Arsenic,Lead,supply_chain_input,high,1
Arsenic,Lime,supply_chain_input,high,1
Arsenic,Lithium,supply_chain_input,high,1
Arsenic,Magnesium,supply_chain_input,high,1
Arsenic,Manganese,supply_chain_input,high,1
Arsenic,Mercury,supply_chain_input,high,1
Arsenic,Molybdenum,supply_chain_input,high,1
Arsenic,Neodymium,supply_chain_input,high,1
Arsenic,Nickel,supply_chain_input,high,1
Arsenic,Niobium,supply_chain_input,high,1
Arsenic,Nitrogen,supply_chain_input,high,1
Arsenic,Palladium,supply_chain_input,high,1
Arsenic,Phosphate,supply_chain_input,high,1
Arsenic,Platinum,supply_chain_input,high,1
Arsenic,Potash,supply_chain_input,high,1
Arsenic,Quartz,supply_chain_input,high,1
Arsenic,Rare Earths,supply_chain_input,high,1
Arsenic,Rhenium,supply_chain_input,high,1
Arsenic,Rubidium,supply_chain_input,high,1
Arsenic,Salt,supply_chain_input,high,1
Arsenic,Scandium,supply_chain_input,high,1
Arsenic,Selenium,supply_chain_input,high,1
Arsenic,Silicon,supply_chain_input,high,1
Arsenic,Silver,supply_chain_input,high,1
Arsenic,Soda Ash,supply_chain_input,high,1
Arsenic,Steel,supply_chain_input,high,1
Arsenic,Strontium,supply_chain_input,high,1
Arsenic,Sulfur,supply_chain_input,high,1
Arsenic,Tantalum,supply_chain_input,high,1
Arsenic,Tellurium,supply_chain_input,high,1
Arsenic,Thallium,supply_chain_input,high,1
Arsenic,Thorium,supply_chain_input,high,1
Arsenic,Tin,supply_chain_input,high,1
Arsenic,Titanium,supply_chain_input,high,1
Arsenic,Tungsten,supply_chain_input,high,1
Arsenic,Vanadium,supply_chain_input,high,1
Arsenic,Yttrium,supply_chain_input,high,1
Arsenic,Zinc,supply_chain_input,high,1
Arsenic,Zirconium,supply_chain_input,high,1
Barite,Bauxite,supply_chain_input,high,1
Barite,Beryllium,supply_chain_input,high,1
Barite,Bismuth,supply_chain_input,high,1
Barite,Boron,supply_chain_input,high,1
Barite,Bromine,supply_chain_input,high,1
Barite,Cadmium,supply_chain_input,high,1
Barite,Cement,supply_chain_input,high,1
Barite,Cesium,supply_chain_input,high,1
Barite,Chromium,supply_chain_input,high,1
Barite,Clays,supply_chain_input,high,1
Barite,Cobalt,supply_chain_input,high,1
Barite,Copper,supply_chain_input,high,1
Barite,Diamond,supply_chain_input,high,1
Barite,Feldspar,supply_chain_input,high,1
Barite,Fluorspar,supply_chain_input,high,1
Barite,Gallium,supply_chain_input,high,1
Barite,Garnet,supply_chain_input,high,1
Barite,Germanium,supply_chain_input,high,1
Barite,Gold,supply_chain_input,high,1
Barite,Graphite,supply_chain_input,high,1
Barite,Gypsum,supply_chain_input,high,1
Barite,Hafnium,supply_chain_input,high,1
Barite,Helium,supply_chain_input,high,1
Barite,Indium,supply_chain_input,high,1
Barite,Iodine,supply_chain_input,high,1
Barite,Iron,supply_chain_input,high,1
Barite,Iron Ore,supply_chain_input,high,1
Barite,Lead,supply_chain_input,high,1
Barite,Lime,supply_chain_input,high,1
Barite,Lithium,supply_chain_input,high,1
Barite,Magnesium,supply_chain_input,high,1
Barite,Manganese,supply_chain_input,high,1
Barite,Mercury,supply_chain_input,high,1
Barite,Molybdenum,supply_chain_input,high,1
Barite,Neodymium,supply_chain_input,high,1
Barite,Nickel,supply_chain_input,high,1
Barite,Niobium,supply_chain_input,high,1
Barite,Nitrogen,supply_chain_input,high,1
Barite,Palladium,supply_chain_input,high,1
Barite,Phosphate,supply_chain_input,high,1
Barite,Platinum,supply_chain_input,high,1
Barite,Potash,supply_chain_input,high,1
Barite,Quartz,supply_chain_input,high,1
Barite,Rare Earths,supply_chain_input,high,1
Barite,Rhenium,supply_chain_input,high,1
Barite,Rubidium,supply_chain_input,high,1
Barite,Salt,supply_chain_input,high,1
Barite,Scandium,supply_chain_input,high,1
Barite,Selenium,supply_chain_input,high,1
Barite,Silicon,supply_chain_input,high,1
Barite,Silver,supply_chain_input,high,1
Barite,Soda Ash,supply_chain_input,high,1
Barite,Steel,supply_chain_input,high,1
Barite,Strontium,supply_chain_input,high,1
Barite,Sulfur,supply_chain_input,high,1
Barite,Tantalum,supply_chain_input,high,1
Barite,Tellurium,supply_chain_input,high,1
Barite,Thallium,supply_chain_input,high,1
Barite,Thorium,supply_chain_input,high,1
Barite,Tin,supply_chain_input,high,1
Barite,Titanium,supply_chain_input,high,1
Barite,Tungsten,supply_chain_input,high,1
Barite,Vanadium,supply_chain_input,high,1
Barite,Yttrium,supply_chain_input,high,1
Barite,Zinc,supply_chain_input,high,1
Barite,Zirconium,supply_chain_input,high,1
Bauxite,Beryllium,supply_chain_input,high,1
Bauxite,Bismuth,supply_chain_input,high,1
Bauxite,Boron,supply_chain_input,high,1
Bauxite,Bromine,supply_chain_input,high,1
Bauxite,Cadmium,supply_chain_input,high,1
Bauxite,Cement,supply_chain_input,high,1
Bauxite,Cesium,supply_chain_input,high,1
Bauxite,Chromium,supply_chain_input,high,1
Bauxite,Clays,supply_chain_input,high,1
Bauxite,Cobalt,supply_chain_input,high,1
Bauxite,Copper,supply_chain_input,high,1
Bauxite,Diamond,supply_chain_input,high,1
Bauxite,Feldspar,supply_chain_input,high,1
Bauxite,Fluorspar,supply_chain_input,high,1
Bauxite,Gallium,supply_chain_input,high,1
Bauxite,Garnet,supply_chain_input,high,1
Bauxite,Germanium,supply_chain_input,high,1
Bauxite,Gold,supply_chain_input,high,1
Bauxite,Graphite,supply_chain_input,high,1
Bauxite,Gypsum,supply_chain_input,high,1
Bauxite,Hafnium,supply_chain_input,high,1
Bauxite,Helium,supply_chain_input,high,1
Bauxite,Indium,supply_chain_input,high,1
Bauxite,Iodine,supply_chain_input,high,1
Bauxite,Iron,supply_chain_input,high,1
Bauxite,Iron Ore,supply_chain_input,high,1
Bauxite,Lead,supply_chain_input,high,1
Bauxite,Lime,supply_chain_input,high,1
Bauxite,Lithium,supply_chain_input,high,1
Bauxite,Magnesium,supply_chain_input,high,1
Bauxite,Manganese,supply_chain_input,high,1
Bauxite,Mercury,supply_chain_input,high,1
Bauxite,Molybdenum,supply_chain_input,high,1
Bauxite,Neodymium,supply_chain_input,high,1
Bauxite,Nickel,supply_chain_input,high,1
Bauxite,Niobium,supply_chain_input,high,1
Bauxite,Nitrogen,supply_chain_input,high,1
Bauxite,Palladium,supply_chain_input,high,1
Bauxite,Phosphate,supply_chain_input,high,1
Bauxite,Platinum,supply_chain_input,high,1
Bauxite,Potash,supply_chain_input,high,1
Bauxite,Quartz,supply_chain_input,high,1
Bauxite,Rare Earths,supply_chain_input,high,1
Bauxite,Rhenium,supply_chain_input,high,1
Bauxite,Rubidium,supply_chain_input,high,1
Bauxite,Salt,supply_chain_input,high,1
Bauxite,Scandium,supply_chain_input,high,1
Bauxite,Selenium,supply_chain_input,high,1
Bauxite,Silicon,supply_chain_input,high,1
Bauxite,Silver,supply_chain_input,high,1
Bauxite,Soda Ash,supply_chain_input,high,1
Bauxite,Steel,supply_chain_input,high,1
Bauxite,Strontium,supply_chain_input,high,1
Bauxite,Sulfur,supply_chain_input,high,1
Bauxite,Tantalum,supply_chain_input,high,1
Bauxite,Tellurium,supply_chain_input,high,1
Bauxite,Thallium,supply_chain_input,high,1
Bauxite,Thorium,supply_chain_input,high,1
Bauxite,Tin,supply_chain_input,high,1
Bauxite,Titanium,supply_chain_input,high,1
Bauxite,Tungsten,supply_chain_input,high,1
Bauxite,Vanadium,supply_chain_input,high,1
Bauxite,Yttrium,supply_chain_input,high,1
Bauxite,Zinc,supply_chain_input,high,1
Bauxite,Zirconium,supply_chain_input,high,1
Beryllium,Bismuth,supply_chain_input,high,1
Beryllium,Boron,supply_chain_input,high,1
Beryllium,Bromine,supply_chain_input,high,1
Beryllium,Cadmium,supply_chain_input,high,1
Beryllium,Cement,supply_chain_input,high,1
Beryllium,Cesium,supply_chain_input,high,1
Beryllium,Chromium,supply_chain_input,high,1
Beryllium,Clays,supply_chain_input,high,1
Beryllium,Cobalt,supply_chain_input,high,1
Beryllium,Copper,supply_chain_input,high,1
Beryllium,Diamond,supply_chain_input,high,1
Beryllium,Feldspar,supply_chain_input,high,1
Beryllium,Fluorspar,supply_chain_input,high,1
Beryllium,Gallium,supply_chain_input,high,1
Beryllium,Garnet,supply_chain_input,high,1
Beryllium,Germanium,supply_chain_input,high,1
Beryllium,Gold,supply_chain_input,high,1
Beryllium,Graphite,supply_chain_input,high,1
Beryllium,Gypsum,supply_chain_input,high,1
Beryllium,Hafnium,supply_chain_input,high,1
Beryllium,Helium,supply_chain_input,high,1
Beryllium,Indium,supply_chain_input,high,1
Beryllium,Iodine,supply_chain_input,high,1
Beryllium,Iron,supply_chain_input,high,1
Beryllium,Iron Ore,supply_chain_input,high,1
Beryllium,Lead,supply_chain_input,high,1
Beryllium,Lime,supply_chain_input,high,1
Beryllium,Lithium,supply_chain_input,high,1
Beryllium,Magnesium,supply_chain_input,high,1
Beryllium,Manganese,supply_chain_input,high,1
Beryllium,Mercury,supply_chain_input,high,1
Beryllium,Molybdenum,supply_chain_input,high,1
Beryllium,Neodymium,supply_chain_input,high,1
Beryllium,Nickel,supply_chain_input,high,1
Beryllium,Niobium,supply_chain_input,high,1
Beryllium,Nitrogen,supply_chain_input,high,1
Beryllium,Palladium,supply_chain_input,high,1
Beryllium,Phosphate,supply_chain_input,high,1
Beryllium,Platinum,supply_chain_input,high,1
Beryllium,Potash,supply_chain_input,high,1
Beryllium,Quartz,supply_chain_input,high,1
Beryllium,Rare Earths,supply_chain_input,high,1
Beryllium,Rhenium,supply_chain_input,high,1
Beryllium,Rubidium,supply_chain_input,high,1
Beryllium,Salt,supply_chain_input,high,1
Beryllium,Scandium,supply_chain_input,high,1
Beryllium,Selenium,supply_chain_input,high,1
Beryllium,Silicon,supply_chain_input,high,1
Beryllium,Silver,supply_chain_input,high,1
Beryllium,Soda Ash,supply_chain_input,high,1
Beryllium,Steel,supply_chain_input,high,1
Beryllium,Strontium,supply_chain_input,high,1
Beryllium,Sulfur,supply_chain_input,high,1
Beryllium,Tantalum,supply_chain_input,high,1
Beryllium,Tellurium,supply_chain_input,high,1
Beryllium,Thallium,supply_chain_input,high,1
Beryllium,Thorium,supply_chain_input,high,1
Beryllium,Tin,supply_chain_input,high,1
Beryllium,Titanium,supply_chain_input,high,1
Beryllium,Tungsten,supply_chain_input,high,1
Beryllium,Vanadium,supply_chain_input,high,1
Beryllium,Yttrium,supply_chain_input,high,1
Beryllium,Zinc,supply_chain_input,high,1
Beryllium,Zirconium,supply_chain_input,high,1
Bismuth,Boron,supply_chain_input,high,1
Bismuth,Bromine,supply_chain_input,high,1
Bismuth,Cadmium,supply_chain_input,high,1
Bismuth,Cement,supply_chain_input,high,1
Bismuth,Cesium,supply_chain_input,high,1
Bismuth,Chromium,supply_chain_input,high,1
Bismuth,Clays,supply_chain_input,high,1
Bismuth,Cobalt,supply_chain_input,high,1
Bismuth,Copper,supply_chain_input,high,1
Bismuth,Diamond,supply_chain_input,high,1
Bismuth,Feldspar,supply_chain_input,high,1
Bismuth,Fluorspar,supply_chain_input,high,1
Bismuth,Gallium,supply_chain_input,high,1
Bismuth,Garnet,supply_chain_input,high,1
Bismuth,Germanium,supply_chain_input,high,1
Bismuth,Gold,supply_chain_input,high,1
Bismuth,Graphite,supply_chain_input,high,1
Bismuth,Gypsum,supply_chain_input,high,1
Bismuth,Hafnium,supply_chain_input,high,1
Bismuth,Helium,supply_chain_input,high,1
Bismuth,Indium,supply_chain_input,high,1
Bismuth,Iodine,supply_chain_input,high,1
Bismuth,Iron,supply_chain_input,high,1
Bismuth,Iron Ore,supply_chain_input,high,1
Bismuth,Lead,supply_chain_input,high,1
Bismuth,Lime,supply_chain_input,high,1
Bismuth,Lithium,supply_chain_input,high,1
Bismuth,Magnesium,supply_chain_input,high,1
Bismuth,Manganese,supply_chain_input,high,1
Bismuth,Mercury,supply_chain_input,high,1
Bismuth,Molybdenum,supply_chain_input,high,1
Bismuth,Neodymium,supply_chain_input,high,1
Bismuth,Nickel,supply_chain_input,high,1
Bismuth,Niobium,supply_chain_input,high,1
Bismuth,Nitrogen,supply_chain_input,high,1
Bismuth,Palladium,supply_chain_input,high,1
Bismuth,Phosphate,supply_chain_input,high,1
Bismuth,Platinum,supply_chain_input,high,1
Bismuth,Potash,supply_chain_input,high,1
Bismuth,Quartz,supply_chain_input,high,1
Bismuth,Rare Earths,supply_chain_input,high,1
Bismuth,Rhenium,supply_chain_input,high,1
Bismuth,Rubidium,supply_chain_input,high,1
Bismuth,Salt,supply_chain_input,high,1
Bismuth,Scandium,supply_chain_input,high,1
Bismuth,Selenium,supply_chain_input,high,1
Bismuth,Silicon,supply_chain_input,high,1
Bismuth,Silver,supply_chain_input,high,1
Bismuth,Soda Ash,supply_chain_input,high,1
Bismuth,Steel,supply_chain_input,high,1
Bismuth,Strontium,supply_chain_input,high,1
Bismuth,Sulfur,supply_chain_input,high,1
Bismuth,Tantalum,supply_chain_input,high,1
Bismuth,Tellurium,supply_chain_input,high,1
Bismuth,Thallium,supply_chain_input,high,1
Bismuth,Thorium,supply_chain_input,high,1
Bismuth,Tin,supply_chain_input,high,1
Bismuth,Titanium,supply_chain_input,high,1
Bismuth,Tungsten,supply_chain_input,high,1
Bismuth,Vanadium,supply_chain_input,high,1
Bismuth,Yttrium,supply_chain_input,high,1
Bismuth,Zinc,supply_chain_input,high,1
Bismuth,Zirconium,supply_chain_input,high,1
Boron,Bromine,supply_chain_input,high,1
Boron,Cadmium,supply_chain_input,high,1
Boron,Cement,supply_chain_input,high,1
Boron,Cesium,supply_chain_input,high,1
Boron,Chromium,supply_chain_input,high,1
Boron,Clays,supply_chain_input,high,1
Boron,Cobalt,supply_chain_input,high,1
Boron,Copper,supply_chain_input,high,1
Boron,Diamond,supply_chain_input,high,1
Boron,Dysprosium,supply_chain_input,high,29
Boron,Feldspar,supply_chain_input,high,1
Boron,Fluorspar,supply_chain_input,high,1
Boron,Gallium,supply_chain_input,high,1
Boron,Garnet,supply_chain_input,high,1
Boron,Germanium,supply_chain_input,high,1
Boron,Gold,supply_chain_input,high,1
Boron,Graphite,supply_chain_input,high,1
Boron,Gypsum,supply_chain_input,high,1
Boron,Hafnium,supply_chain_input,high,1
Boron,Helium,supply_chain_input,high,1
Boron,Indium,supply_chain_input,high,1
Boron,Iodine,supply_chain_input,high,1
Boron,Iron,supply_chain_input,high,1
Boron,Iron Ore,supply_chain_input,high,1
Boron,Lead,supply_chain_input,high,1
Boron,Lime,supply_chain_input,high,1
Boron,Lithium,supply_chain_input,high,1
Boron,Magnesium,supply_chain_input,high,1
Boron,Manganese,supply_chain_input,high,1
Boron,Mercury,supply_chain_input,high,1
Boron,Molybdenum,supply_chain_input,high,1
Boron,Neodymium,supply_chain_input,high,1
Boron,Nickel,supply_chain_input,high,1
Boron,Niobium,supply_chain_input,high,1
Boron,Nitrogen,supply_chain_input,high,1
Boron,Palladium,supply_chain_input,high,1
Boron,Phosphate,supply_chain_input,high,1
Boron,Platinum,supply_chain_input,high,1
Boron,Potash,supply_chain_input,high,1
Boron,Praseodymium,supply_chain_input,high,29
Boron,Quartz,supply_chain_input,high,1
Boron,Rare Earths,supply_chain_input,high,1
Boron,Rhenium,supply_chain_input,high,1
Boron,Rubidium,supply_chain_input,high,1
Boron,Salt,supply_chain_input,high,1
Boron,Scandium,supply_chain_input,high,1
Boron,Selenium,supply_chain_input,high,1
Boron,Silicon,supply_chain_input,high,1
Boron,Silver,supply_chain_input,high,1
Boron,Soda Ash,supply_chain_input,high,1
Boron,Steel,supply_chain_input,high,1
Boron,Strontium,supply_chain_input,high,1
Boron,Sulfur,supply_chain_input,high,1
Boron,Tantalum,supply_chain_input,high,1
Boron,Tellurium,supply_chain_input,high,1
Boron,Terbium,supply_chain_input,high,29
Boron,Thallium,supply_chain_input,high,1
Boron,Thorium,supply_chain_input,high,1
Boron,Tin,supply_chain_input,high,1
Boron,Titanium,supply_chain_input,high,1
Boron,Tungsten,supply_chain_input,high,1
Boron,Uranium,supply_chain_input,high,113
Boron,Vanadium,supply_chain_input,high,1
Boron,Yttrium,supply_chain_input,high,1
Boron,Zinc,supply_chain_input,high,1
Boron,Zirconium,supply_chain_input,high,1
Bromine,Cadmium,supply_chain_input,high,1
Bromine,Cement,supply_chain_input,high,1
Bromine,Cesium,supply_chain_input,high,1
Bromine,Chromium,supply_chain_input,high,1
Bromine,Clays,supply_chain_input,high,1
Bromine,Cobalt,supply_chain_input,high,1
Bromine,Copper,supply_chain_input,high,1
Bromine,Diamond,supply_chain_input,high,1
Bromine,Feldspar,supply_chain_input,high,1
Bromine,Fluorspar,supply_chain_input,high,1
Bromine,Gallium,supply_chain_input,high,1
Bromine,Garnet,supply_chain_input,high,1
Bromine,Germanium,supply_chain_input,high,1
Bromine,Gold,supply_chain_input,high,1
Bromine,Graphite,supply_chain_input,high,1
Bromine,Gypsum,supply_chain_input,high,1
Bromine,Hafnium,supply_chain_input,high,1
Bromine,Helium,supply_chain_input,high,1
Bromine,Indium,supply_chain_input,high,1
Bromine,Iodine,supply_chain_input,high,1
Bromine,Iron,supply_chain_input,high,1
Bromine,Iron Ore,supply_chain_input,high,1
Bromine,Lead,supply_chain_input,high,1
Bromine,Lime,supply_chain_input,high,1
Bromine,Lithium,supply_chain_input,high,1
Bromine,Magnesium,supply_chain_input,high,1
Bromine,Manganese,supply_chain_input,high,1
Bromine,Mercury,supply_chain_input,high,1
Bromine,Molybdenum,supply_chain_input,high,1
Bromine,Neodymium,supply_chain_input,high,1
Bromine,Nickel,supply_chain_input,high,1
Bromine,Niobium,supply_chain_input,high,1
Bromine,Nitrogen,supply_chain_input,high,1
Bromine,Palladium,supply_chain_input,high,1
Bromine,Phosphate,supply_chain_input,high,1
Bromine,Platinum,supply_chain_input,high,1
Bromine,Potash,supply_chain_input,high,1
Bromine,Quartz,supply_chain_input,high,1
Bromine,Rare Earths,supply_chain_input,high,1
Bromine,Rhenium,supply_chain_input,high,1
Bromine,Rubidium,supply_chain_input,high,1
Bromine,Salt,supply_chain_input,high,1
Bromine,Scandium,supply_chain_input,high,1
Bromine,Selenium,supply_chain_input,high,1
Bromine,Silicon,supply_chain_input,high,1
Bromine,Silver,supply_chain_input,high,1
Bromine,Soda Ash,supply_chain_input,high,1
Bromine,Steel,supply_chain_input,high,1
Bromine,Strontium,supply_chain_input,high,1
Bromine,Sulfur,supply_chain_input,high,1
Bromine,Tantalum,supply_chain_input,high,1
Bromine,Tellurium,supply_chain_input,high,1
Bromine,Thallium,supply_chain_input,high,1
Bromine,Thorium,supply_chain_input,high,1
Bromine,Tin,supply_chain_input,high,1
Bromine,Titanium,supply_chain_input,high,1
Bromine,Tungsten,supply_chain_input,high,1
Bromine,Vanadium,supply_chain_input,high,1
